logFC;AveExpr;t;P.Value;adj.P.Val;B
KRTAP2-3;2.69058454262256;-0.303134077860178;9.00233081368633;1.43502591618721e-12;1.44161439995336e-10;18.3538638539924
FOXO1;1.71613026547136;3.74797889880608;8.96184336165721;1.6722388312882e-12;1.6694169282604e-10;18.228090774398
APOL3;2.93402214714469;0.151320998735224;8.93517474983347;1.8496589938674e-12;1.83506851608969e-10;18.1661164548932
ETS2;1.72172882540834;7.12703376170917;8.91068713230174;2.02920069777966e-12;2.00076683615028e-10;17.9549755027745
FGF19;3.83606272245838;-2.28230691521258;8.88833790296868;2.20832345429984e-12;2.16402150524732e-10;17.8294237535312
ARHGEF28;1.29118539454026;6.34715265055223;8.87371810225241;2.33401585000425e-12;2.27324604708036e-10;17.8146978995357
IFI35;2.20776090432684;4.81822609156378;8.86622210151671;2.40122663279421e-12;2.31052969913385e-10;17.7952161065774
HNRNPAB;-1.25053873726465;7.80055360402182;-8.87191827275368;2.34997895386817e-12;2.27492205031129e-10;17.7909446978443
NEDD4;2.42587375153837;6.67782990540866;8.8572477297269;2.48425725549914e-12;2.37611024802921e-10;17.77562247738
CD69;3.07775813467555;-2.44614493238405;8.82349330213762;2.82324469030373e-12;2.68426710941794e-10;17.7507130507683
CDKN1A;1.77637917767561;8.27717353372819;8.80706317793657;3.00470715491335e-12;2.83989274470005e-10;17.5752039444623
PCSK9;-1.72419272138984;5.32524109300821;-8.80073755724777;3.07765663840249e-12;2.89172996971783e-10;17.5450902184272
BACH2;2.18626393107712;0.439975477671641;8.73838946926271;3.89917751291375e-12;3.6210210705681e-10;17.4294026277393
AMOTL2;2.03927298302321;6.74490200508486;8.77504642919089;3.39270040512872e-12;3.16909962404217e-10;17.4243994990008
OTUD1;2.81851602735031;3.33050330322338;8.7088837244843;4.36156684491615e-12;4.01364308073928e-10;17.3013585843664
DAPP1;2.421843276763;1.52469250528775;8.70824190650289;4.37221496305412e-12;4.01364308073928e-10;17.2439543399818
FOSB;3.11659531480563;2.55853442804044;8.68280781650684;4.81589335642913e-12;4.39567226184243e-10;17.2290825944874
DUSP8;2.0541618830681;3.14987466445677;8.67153590826876;5.02673319341936e-12;4.5620459828686e-10;17.1258210126013
BCL3;1.99657107368008;5.78137621365155;8.66701140815196;5.1139500559401e-12;4.57567228793824e-10;17.1146528590943
PRDM1;3.43029040894788;3.60959286177967;8.65873843664328;5.27737584371636e-12;4.65721129014815e-10;17.1101906719719
MARCH4;2.96927807997121;3.47288842310994;8.65297742531131;5.39426975784382e-12;4.73421268362854e-10;17.0003177638181
ADAR;1.47945500206004;8.4907106589943;8.66619461957796;5.12985620831481e-12;4.57567228793824e-10;16.9982345800586
VCAM1;4.78596007036709;-1.90983635039847;8.66834090135014;5.0881653952479e-12;4.57567228793824e-10;16.9930265311098
G0S2;3.74019175050737;4.2016887904951;8.62838741749994;5.92318833189053e-12;5.14190691441779e-10;16.9822621580065
STAT1;2.50737645179562;8.34002878356139;8.6422720600871;5.61844073083984e-12;4.90400840402758e-10;16.9063272728804
TLK2;1.17788134787225;5.69585984497325;8.59511478173596;6.72280413118404e-12;5.80450542634609e-10;16.8526920027328
MNS1;-2.00067635128848;1.85293715619681;-8.5742657714545;7.27825407773638e-12;6.25029851525179e-10;16.7880053505972
CXCL10;6.03341321830885;1.43476181689489;8.54876308648906;8.02077422941841e-12;6.7786151728307e-10;16.7333897077752
SAMHD1;2.28517222903309;4.81719949825595;8.55734827463597;7.76268150825324e-12;6.63065838135449e-10;16.6474206536778
EIF2AK2;2.12387811336647;6.41169363974569;8.55440856591;7.85010373437451e-12;6.66966526325341e-10;16.6371691748521
SCN3A;6.80328305174626;-1.90531029778737;8.66484066907675;5.15633263525251e-12;4.57567228793824e-10;16.6208024427368
ARRDC4;2.29467284877935;3.10659119919142;8.52093456082952;8.91813025645858e-12;7.45807825059753e-10;16.5571656886787
FOXO3;1.3183168578729;4.94615147086386;8.53228600746301;8.54051449762457e-12;7.17987568792406e-10;16.5493217607925
IRS2;2.20199120094902;4.86968490215483;8.47336166140402;1.0691986766578e-11;8.84886552448446e-10;16.4308791399905
MTHFD2;1.92032977917734;6.72141964001577;8.49914370562923;9.69066586551074e-12;8.06192738905224e-10;16.4007158863471
SAPCD2;-2.024454939935;3.44258824262979;-8.45448752787471;1.14903265399354e-11;9.46056627950452e-10;16.2905713149869
HERC6;1.96616518902109;4.68502156705926;8.42373091470333;1.29215722557582e-11;1.05844242892937e-09;16.1854355222811
KDM6B;1.69172861149338;5.65762123077213;8.41648153249483;1.3284209164881e-11;1.07709986289667e-09;16.1673604954993
LAP3;1.57943075147908;6.21036471870582;8.41996699653476;1.31085972142079e-11;1.06828379235991e-09;16.108173788569
EMP2;-1.12998267149484;5.30277787478183;-8.40021943652404;1.41353024285015e-11;1.14031911964876e-09;16.0442205552594
TNFRSF9;5.12282342927736;1.89950742946914;8.37843156177671;1.5362046263957e-11;1.23305510037279e-09;15.9878960493524
C1QTNF1;2.96558658003433;5.24779616131401;8.30963105267154;1.99829331743713e-11;1.58013560195165e-09;15.8364705477914
BBC3;2.792309264921;4.25373422285501;8.30798655116125;2.01090027688541e-11;1.5822714346153e-09;15.7847493894913
RND3;1.94490592755704;7.09621311460696;8.32787231690684;1.86366235179482e-11;1.48100889279695e-09;15.7469870793253
PHF11;2.16675157553973;2.77204669222216;8.26823264112414;2.34118479033246e-11;1.8221376995074e-09;15.649368748091
GARS;1.21932973112114;7.71694912893977;8.29622078056754;2.10345762524928e-11;1.64698669843661e-09;15.6082745408394
CREBRF;1.93388219197172;3.67844758566454;8.24390478893764;2.56963024528621e-11;1.96386143100271e-09;15.5434336562584
RUNX2;4.40140135375303;1.27963605288562;8.3354554053153;1.81040968360825e-11;1.44588369381373e-09;15.5147875026882
SAMD9;2.8589592609574;5.80577453454667;8.26725405835454;2.34996785887763e-11;1.8221376995074e-09;15.5031729758919
MAP3K13;1.16853586740296;4.95952527507163;8.24643012835636;2.54491152631754e-11;1.9543207600899e-09;15.4515495010753
PTGER4;2.51124679239458;2.55684325761337;8.20971143886736;2.92903891032095e-11;2.21592404171448e-09;15.3964472796741
BCL2A1;4.90020148508741;3.33888737440226;8.20864170468232;2.94106239806842e-11;2.21592404171448e-09;15.3032435513867
FLNB;1.60301813695424;9.87004889694709;8.2152820117926;2.86721990977497e-11;2.18086207708741e-09;15.2918138617137
NLRP1;5.00226554648046;1.30481374449353;8.24996725314616;2.51068981737039e-11;1.93735499772257e-09;15.2794343501054
ARL4D;1.75931988911105;4.25533350404331;8.14295882086512;3.78258991198449e-11;2.78429993843909e-09;15.2218863112592
MCCC1;-1.04788679246874;4.2360479471012;-8.16938519503032;3.41829451658164e-11;2.55142141651208e-09;15.1901042388845
KLF10;2.5938567336825;6.87520882155173;8.16280949003494;3.50551374662661e-11;2.60435214301706e-09;15.1740105853397
