logFC;AveExpr;t;P.Value;adj.P.Val;B
NACC1;-1.24190576623234;6.27277368408731;-7.83048632236615;1.25539746498088e-10;1.2803741811052e-08;13.98967562161
HMGA2;1.92677055292521;5.43474719451437;7.82349410887222;1.28960572626219e-10;1.3037260927586e-08;13.9756946372219
HNRNPAB;-1.09537325030088;7.80055360402182;-7.82984622273858;1.25849086855016e-10;1.2803741811052e-08;13.9578234745425
CTSS;1.46289193778482;5.18018991990436;7.81555563925712;1.32957703972677e-10;1.33568138714187e-08;13.9455225593787
ACTN4;-1.27490668023991;10.2844372698998;-7.83015492735608;1.25699804218301e-10;1.2803741811052e-08;13.9035649126641
FOXRED1;-1.38347210679562;4.32549105147975;-7.7761905956009;1.54689729766911e-10;1.53469506432725e-08;13.8182608425863
LTBP2;1.10687359012861;5.97689503628334;7.77873206671467;1.53184953824083e-10;1.52926454214505e-08;13.7834976541757
PRKCH;1.26122658117375;3.85435736346794;7.71972519575134;1.92221787762538e-10;1.88365559259572e-08;13.6316294412256
TM6SF1;6.28096810467885;-0.874029914870641;7.94597971012792;8.05431169491917e-11;8.66831845358478e-09;13.630239818142
TUBB4B;-1.73820913061483;8.81063680911289;-7.72749152731684;1.86562650437668e-10;1.83948470088942e-08;13.5518764005441
MXD3;-2.28645552244862;2.84259392620507;-7.68771560192826;2.17419628935361e-10;2.06716888868127e-08;13.5136922237061
TIMM9;1.30251038782815;4.8524262571397;7.69806082724763;2.08933522837476e-10;2.01041877125483e-08;13.5034063035418
ZFAS1;2.14176812600938;7.25367681522951;7.70405506641069;2.04169125032677e-10;1.98853258179692e-08;13.4835589726899
ASS1;1.76102893833104;5.48945204648392;7.69226713937035;2.1364431968815e-10;2.04343755591546e-08;13.4758080836717
TCEA1;1.23446701340884;6.33737274630488;7.69980643537012;2.07534683750563e-10;2.00906151730166e-08;13.4710318514918
LAMC2;3.66887635059418;8.88550194154312;7.66947444536659;2.33232388849755e-10;2.20439109295688e-08;13.364797341305
ALYREF;-1.73557738850354;6.32285195062176;-7.63733788324454;2.63944470454576e-10;2.47999119210056e-08;13.2560423992727
C3;1.28655414889854;7.4188415235198;7.63108237383844;2.70377870176479e-10;2.52558229259e-08;13.2115025709987
SCARA3;-1.39498357438849;5.00514578240684;-7.62297072365255;2.78954568093896e-10;2.57557301512358e-08;13.2083087170984
DDX23;-0.802871997671359;7.15668905847873;-7.62899215674114;2.72562337692744e-10;2.53118501160826e-08;13.2015025043237
HSPA1A;-2.12750442112656;7.42248382415164;-7.59964786099255;3.05162544686693e-10;2.78534932930317e-08;13.1282418309857
AHSA1;-1.19595366767493;7.97023166030882;-7.60834203273592;2.95116412398434e-10;2.70913474439091e-08;13.1178040729523
ALDH4A1;-1.87861325253961;4.87290452919633;-7.55538323627514;3.61873039251047e-10;3.26564861918473e-08;12.9953563508957
FCGBP;-1.7418161173161;2.02782523454092;-7.55310142951448;3.65066946153639e-10;3.27596310725398e-08;12.9856396755636
YPEL5;1.23914578743259;6.49814352123974;7.56461821598702;3.49229732724763e-10;3.16945825046173e-08;12.9686880881631
NR4A1;-2.62930001043205;4.03466116388504;-7.54293310697392;3.79646375840742e-10;3.38776064877328e-08;12.9413856448864
ICA1;1.72474546399939;3.10896341776727;7.52122635165626;4.1274927221034e-10;3.62441658949568e-08;12.9092993295383
AKNA;1.19033092485314;2.95921883784837;7.52911596002537;4.00395996551394e-10;3.553069584953e-08;12.8992894817579
TM4SF20;-1.48929608892483;1.21299693233976;-7.52108484805946;4.12974281154582e-10;3.62441658949568e-08;12.825664779308
FAM111B;-2.54913444980141;3.39498651716228;-7.50063024502882;4.46825584526348e-10;3.85791624953479e-08;12.821937680545
WDR62;-1.71116606221343;3.8719592662796;-7.50521415099222;4.39005753550598e-10;3.83182453631896e-08;12.7668831396024
